DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,BOG,1,14567,58246295.17
USA,BOG,4,11285.5,44241764.3
USA,BOG,2,2519.1,10076173.28
USA,BOG,31,97631.56,388575248.6
USA,BOG,170,7785.7,30484363.35
USA,BOG,1500,7875,31362187.5
USA,BOG,440,2691.3,10565424.8
USA,BOG,300,425.75,1627237.78
USA,BOG,45,3630,14389758.9
USA,BOG,7,2740,10803902.2
USA,BOG,1688.62,6475.38,24749226.12
USA,BOG,1043.6,5565,22257571.35
USA,BOG,389.52,2834.6,11338144.88
USA,BOG,407.76,1507.1,6027970.36
USA,BOG,13675,45103.95,179830674.7
USA,BOG,1,29260,114565481.8
USA,BOG,362.4,3625.72,14162526.01
USA,BOG,104,21701.92,85690899.19
USA,BOG,54,3234.54,12771710.57
USA,BOG,97,10430.11,41183706.53
USA,BOG,376.76,916.8,3589666.22
USA,BOG,40.18,850,3328115.5
USA,BOG,5300,60221,238227049.5
USA,BOG,50,100,399991
USA,BOG,150439,61511.18,241045973.2
USA,BOG,143.09,1113.16,4395356.78
USA,BOG,136.2,603,2380969.62
USA,BOG,3.94,60.92,240545.05
USA,BOG,517.5,1379.7,5518675.82
USA,BOG,27.6,180.18,712929.01
USA,BOG,946.68,8363.43,33092085.28
USA,BOG,1231.44,4950.79,19634780.66
USA,BOG,16869.02,47781.54,187590659.3
USA,BOG,0.46,2340,9256759.2
USA,BOG,468,4320,17089401.6
USA,BOG,9,46073.6,183874208.8
USA,BOG,31.68,4614.29,18066929.49
USA,BOG,1300,1430,5646412.2
USA,BOG,100,10,39485.4
USA,BOG,384,549,2190993.12
USA,BOG,810,987.2,3939796.73
USA,BOG,720,4324.5,16932277.03
USA,BOG,360,6555,25053537.75
USA,BOG,460,8565,33535657.95
USA,BOG,1,9268.33,36289497.33
USA,BOG,125,17331.25,68156700.43
USA,BOG,1405,1295.61,5095102.92
USA,BOG,0.2,200,799702
USA,BOG,6,35.4,140038.15
USA,BOG,11200,11.2,44798.99
USA,BOG,15,50,195771.5
USA,BOG,40.49,3,11999.73
USA,BOG,2.8,40,161808.8
USA,BOG,23,1030.06,4088655.02
USA,BOG,908,4540,17882317.85
USA,BOG,29,2500,9917418.2
USA,BOG,1,50,193572.5
USA,BOG,10,50,199125
USA,BOG,4.8,79.23,313494.09
USA,BOG,0.15,20.85,84342.83
USA,BOG,1.8,374.37,1514409.01
USA,BOG,0.01,2.8,11326.61
USA,BOG,0.52,20.43,81362.47
USA,BOG,0.6,35,138486.6
USA,BOG,8.21,161.84,647520.21
USA,BOG,455,700,2799601
USA,BOG,10,50,193572.5
USA,BOG,0.12,284.5,1137576.08
USA,BOG,3,81.06,324119.22
USA,BOG,0.01,1.36,5416.2
USA,BOG,0.08,36.32,144644.4
USA,BOG,20,200,799702
USA,BOG,0.04,25.5,102651.35
USA,BOG,170,6511,26034298.61
USA,BOG,15,75,286653.75
USA,BOG,15,225,859961.25
USA,BOG,3,150,606783
USA,BOG,41.46,2500,9996275
USA,BOG,526.36,10000,39985100
USA,BOG,81.43,3500,13994785
USA,BOG,324,13497.52,54175613.03
USA,BOG,10,1104.65,4417970.34
USA,BOG,0.1,0.27,1075.45
USA,BOG,3.69,81.09,323134.72
USA,BOG,0.22,3221.6,12881672.19
USA,BOG,2,2145.92,8580482.57
USA,BOG,60,190.6,759064.5
USA,BOG,1,172.09,685348.42
USA,BOG,1,274118,1076124221
USA,BOG,1,3226.09,12762024.9
USA,BOG,2,4500,17921250
USA,BOG,1,21091.83,84011922.66
USA,BOG,2,28497.1,113489700.8
USA,BOG,2,293.04,1155465.5
USA,BOG,605,358044.18,1395623334
USA,BOG,21,12525.96,49390235.94
USA,BOG,14,4312,16693692.4
USA,BOG,7,100145.92,395428815.9
USA,BOG,1,3971.55,15618477.81
USA,BOG,1,1458.1,5709088.48
USA,BOG,5,3000,11998290
USA,BOG,16,430480,1714666412
USA,BOG,1,31000,123953810
USA,BOG,55,652915.32,2603425346
USA,BOG,1,1000,3932590
USA,BOG,1,20496.94,81101472.31
USA,BOG,13,10150,39915788.5
USA,BOG,1,4240.33,16602715.29
USA,BOG,1,15500,61976905
USA,BOG,1,8037.56,32138264.03
USA,BOG,1,2541.11,9949538.32
USA,BOG,1,10.26,41503.95
USA,BOG,3,350,1337717.5
USA,BOG,126.5,1346.85,5306696.82
USA,BOG,1125,22.5,88097.17
USA,BOG,19,19.4,75959.34
USA,BOG,548,75.05,296954.42
USA,BOG,150,1.5,5984.32
USA,BOG,640,33.32,131615.34
USA,BOG,4076,319.17,1262695.95
USA,BOG,800,51.2,202475.25
USA,BOG,30,0.3,1187.02
USA,BOG,3715,183.04,729152.36
USA,BOG,57.05,54.71,216854.91
USA,BOG,0.01,48.58,196516.78
USA,BOG,3,31.74,125587.56
USA,BOG,2,1790.25,7142291.88
USA,BOG,2,54950,218858878.5
USA,BOG,11.2,135.71,518690.4
USA,BOG,3,34200,131492502
USA,BOG,1,4589.74,18352121.28
USA,BOG,3,61571.76,245249555.8
USA,BOG,56.44,32419,129627695.7
USA,BOG,4,68964.89,275756802.3
USA,BOG,1,34258.76,131718423
USA,BOG,2,2272,8989758.72
USA,BOG,1,2655,10207970.55
USA,BOG,1,1994.49,7875323.54
USA,BOG,20,2430,9594952.2
USA,BOG,6.86,58.38,232536.29
USA,BOG,331,52477.8,200572775.5
USA,BOG,10,1176,4494730.8
USA,BOG,34,3978.8,15207172.54
USA,BOG,24,2224.6,8502532.43
USA,BOG,219,22068.35,84346337.11
USA,BOG,96.72,902.63,3553629.62
USA,BOG,142.55,1346.5,5409827.67
USA,BOG,555,4627.37,18551478.43
USA,BOG,5269,23165.84,92160074.21
USA,BOG,113.43,900.71,3602758.93
USA,BOG,4332.18,25492.02,98381439.95
USA,BOG,209,4513.83,18048594.39
USA,BOG,69,1490.4,5876691.91
USA,BOG,42,1420.8,5681083
USA,BOG,790,27510,108624335.4
USA,BOG,603,10612.8,42001844.01
USA,BOG,14,38956,155647134.8
USA,BOG,2,5875,23499471.25
USA,BOG,430,14272,56847516.8
USA,BOG,787,24191,92459211.55
USA,BOG,198,3484.8,13880481.12
USA,BOG,2,5730,22915169.5
USA,BOG,1112,16012.8,61992754.56
USA,BOG,152,19754.56,79006979.9
USA,BOG,938,5953.68,23430560.15
USA,BOG,4.99,314215.19,1253577211
USA,BOG,5,309261.84,1236871081
USA,BOG,8.79,224688.89,897512025.9
USA,BOG,1,23477.1,93512810.86
USA,BOG,1042.8,14495.82,58078250.03
USA,BOG,48,385.56,1548989.1
USA,BOG,687.6,9517.38,37363044.88
USA,BOG,40.8,192.78,756809.94
USA,BOG,19400,1280.4,5048655.61
USA,BOG,2192028,394881.2,1578936427
USA,BOG,98200,9969.5,39863145.44
USA,BOG,14400,1734,6817998.03
USA,BOG,205791,20873.21,83461738.91
USA,BOG,32525,4222.7,16604978.15
USA,BOG,29136,74957.55,299718513.3
USA,BOG,92016,23535.52,93128715.23
USA,BOG,1400,217.02,867956.28
USA,BOG,3362,2732.75,10745969.1
USA,BOG,5360,1495.45,5880991.71
USA,BOG,4728,14792.8,58327894.2
USA,BOG,67500,6750,26989942.5
USA,BOG,90000,9270,37066187.7
USA,BOG,5605744,1346027.49,5293100173
USA,BOG,2849571,454472.23,1804983919
USA,BOG,3252394,576130.83,2287062961
USA,BOG,28910,45141.7,177044744.6
USA,BOG,27273,39833.73,156156678.3
USA,BOG,193264,108825.37,439558359.2
USA,BOG,34482,17280.76,67852850.98
USA,BOG,5596,10215.14,39620883.14
USA,BOG,1545614,244334.46,967468026.2
USA,BOG,94387,20682.87,81251597.65
USA,BOG,40,17.2,67345.39
USA,BOG,952372,2226454.06,8746760020
USA,BOG,641,4561.65,18145163.03
USA,BOG,1178499,300526.74,1173878794
USA,BOG,17330,2610.9,10409050.25
USA,BOG,125660,17755.9,70272706.58
USA,BOG,2520,606.9,2400823.57
USA,BOG,69,23,90985.24
USA,BOG,4650,2517.8,9954861.58
USA,BOG,140641,28254.04,108976756.7
USA,BOG,5900,1487.42,5947463.73
USA,BOG,1199472,440629.42,1736005497
USA,BOG,2029.35,13339.12,52257078.37
USA,BOG,5000,41900,165751372
USA,BOG,104,4280.56,16901962.37
USA,BOG,180,7319.92,28902996.91
USA,BOG,497,6329.92,24993942.31
USA,BOG,205,16163.16,63820883.78
USA,BOG,257,3508.22,13852346.99
USA,BOG,400,4,15379.24
USA,BOG,2250,521.5,2085702.74
USA,BOG,26,56,223968.08
USA,BOG,36,266,1063848.38
USA,BOG,82,156549.23,625493573.3
USA,BOG,2700,270,1079597.7
USA,BOG,20850,2114.5,8454849.39
USA,BOG,900,90,359865.9
USA,BOG,6300,711.9,2846539.26
USA,BOG,89257,27824.28,110810195.1
USA,BOG,4588,669.64,2666841.3
USA,BOG,16105,2147.42,8574450.11
USA,BOG,3900,1034,4133407.32
USA,BOG,1250,125,499813.75
USA,BOG,8400,2730,10735970.7
USA,BOG,5007672,1149423.63,4571112509
USA,BOG,2152486,316683.95,1264580129
USA,BOG,1804919,295054.25,1175970818
USA,BOG,162884,30092.25,118985757.5
USA,BOG,57002,23247.09,92053889.9
USA,BOG,56338,45415.96,180601250.2
USA,BOG,174293,38107.39,152112684.5
USA,BOG,744,1587.18,6214492.18
USA,BOG,1824580,282334.2,1125272404
USA,BOG,18330,4032.6,15789363.01
USA,BOG,3515,2435.56,9737962.11
USA,BOG,1836271,4905186.95,19533793068
USA,BOG,217,810.86,3203397
USA,BOG,39320,33011.2,130346043.6
USA,BOG,141822,324387.99,1274547204
USA,BOG,14853,2268.49,9034261.42
USA,BOG,300,135.3,535349.62
USA,BOG,50,82.9,328015.4
USA,BOG,96557,334185.64,1313751912
USA,BOG,1094.4,15211.7,59924979.3
USA,BOG,725,12112.5,48560749.87
USA,BOG,12425,32305,127557584.7
USA,BOG,158.76,1610.01,6331509.22
USA,BOG,502168,91890.9,365955509.3
USA,BOG,211098,21109.8,84069778.5
USA,BOG,538936,53893.6,214631262
USA,BOG,52590,63760.4,253925793
USA,BOG,6600,1646.85,6465154.32
USA,BOG,9628,2492.52,9966366.14
USA,BOG,700,429.35,1698457.07
USA,BOG,1,4000,15997720
USA,BOG,5000,780,3085586.4
USA,BOG,2200,390,1499475.9
USA,BOG,6013,27762,109823140.6
USA,BOG,7125,1710,6535705.5
USA,BOG,680,877.2,3352702.26
USA,BOG,380,647.8,2475923.99
USA,BOG,20606,5749.7,23034024.61
USA,BOG,4880,2217.2,8812128.64
USA,BOG,80,430.8,1646539.14
USA,BOG,135,484.65,1852356.53
USA,BOG,102,197.64,755389.96
USA,BOG,2200,308,1177191.4
USA,BOG,288,178.08,680630.66
USA,BOG,136,953,3741258.81
USA,BOG,58,3.48,13769.52
USA,BOG,68.04,690,2759606.7
USA,BOG,6768751,1624500.24,6360616975
USA,BOG,105854,136551.66,534658466.1
USA,BOG,107643,175207.21,686025541.3
USA,BOG,169731,273339.05,1070354910
USA,BOG,162229,287042.61,1123964321
USA,BOG,165404,888379.5,3478387746
USA,BOG,520,1866.8,7309324.71
USA,BOG,1060,2396.56,9383562.9
USA,BOG,2924284,409399.76,1602976102
USA,BOG,572035,120127.35,470350230
USA,BOG,250,105,411120.14
USA,BOG,1982470,3805533.69,14900300776
USA,BOG,33,133,520752.19
USA,BOG,35700,9332.5,36376684.66
USA,BOG,11010,5022.44,19897971.78
USA,BOG,19480,2922,11537633.88
USA,BOG,280,95.2,375901
USA,BOG,100,22.5,89966.47
USA,BOG,11800,1941.35,7762507.38
USA,BOG,22040,5595.6,21514018.83
USA,BOG,4500,450,1799329.5
USA,BOG,24840,6389.1,25489633.9
USA,BOG,544,516.8,2067153.48
USA,BOG,900,252.9,1011577.23
USA,BOG,162,43.89,174791.92
USA,BOG,8,78,311955.54
USA,BOG,2289,6413.4,25943613.94
USA,BOG,2695,673.75,2668230.68
USA,BOG,62012,11186.23,44482785.22
USA,BOG,335546,55087.45,217567790.9
USA,BOG,6912,1900.32,7600830.41
USA,BOG,125,368.75,1464324.39
USA,BOG,23,126.5,483489.32
USA,BOG,60,106.2,424739.46
USA,BOG,800,120,471092.4
USA,BOG,3153,3907.02,15524533.53
USA,BOG,51.8,560,2225490.4
USA,BOG,78217,28482.74,111568456.2
USA,BOG,29850,4943.75,19767633.81
USA,BOG,193900,25003.4,99146410.27
USA,BOG,11149,3627.37,14007249.54
USA,BOG,2094,2925.1,11414783.11
USA,BOG,516.38,3033.17,12071173.89
USA,BOG,959,3931.9,15727246.12
USA,BOG,104,592.8,2371146.64
USA,BOG,836,12428.5,49712881.43
USA,BOG,4186,12555,50218870.05
USA,BOG,482,1584,6335857.44
USA,BOG,11731,31988.28,127950241
USA,BOG,224200,70240,268460792
USA,BOG,34400,5061.5,20022686.62
USA,BOG,420,58.8,234209.22
USA,BOG,37,37,147376.55
USA,BOG,28728,5171.04,20676455.15
USA,BOG,3750,375,1499441.25
USA,BOG,4980,498,1991257.98
USA,BOG,8382,50560.22,202165545.3
USA,BOG,3700,1062,4193349.48
USA,BOG,35,45.15,178276.58
USA,BOG,200,502.56,1934490.6
USA,BOG,120,294,1123682.7
USA,BOG,120,18,68796.9
USA,BOG,19327,4385.91,17150105.99
USA,BOG,650,94.5,376346.25
USA,BOG,400,400,1572200
USA,BOG,48,48,191191.2
USA,BOG,548348,99384.24,397117083.4
USA,BOG,383508,38489.8,153879356.1
USA,BOG,318410,54767.13,216648749.3
USA,BOG,724937,73731,294536047.1
USA,BOG,1288773,225664.29,892342629.9
USA,BOG,26814,79269.7,316638463.5
USA,BOG,71061,30632.98,118618622.6
USA,BOG,410796,134688.23,534908429.2
USA,BOG,18900,2800,11195828
USA,BOG,18750,3248,12750900.96
USA,BOG,108243,112169.4,444383517.7
USA,BOG,365390,111679.86,442238140.4
USA,BOG,2780,1912,7506072.24
USA,BOG,800,184,722341.68
USA,BOG,280,64.4,257563.29
USA,BOG,13320,1428.9,5609532.75
USA,BOG,2520,1297.8,5119882.23
USA,BOG,77693,87848.5,346899743.1
USA,BOG,1220,8833.28,35269686.59
USA,BOG,399,2119.04,8475969.28
USA,BOG,52.5,430.5,1721961.25
USA,BOG,42,198.24,792942.15
USA,BOG,2809,10423.58,41693381.86
USA,BOG,15660,4961.48,19605980.98
USA,BOG,900,171,681118.65
USA,BOG,100,65,258904.75
USA,BOG,400,120,477978
USA,BOG,3230,560.6,2232953.89
USA,BOG,40,20,79663
USA,BOG,10100,2531,10081352.65
USA,BOG,128,1744.4,6948206.85
USA,BOG,15175633,3523348.47,13930565901
USA,BOG,5999494,979169.78,3894474680
USA,BOG,12465728,2191620.97,8722276878
USA,BOG,833248,459620.99,1803347631
USA,BOG,238522,247837.57,969436509.7
USA,BOG,252307,337003.14,1328878145
USA,BOG,468532,94074.62,375550326.1
USA,BOG,22339,9881.33,39101803.83
USA,BOG,4556241,699676.51,2775483223
USA,BOG,291828,61962.11,242643877.2
USA,BOG,280,118,461131.5
USA,BOG,5028635,9819010.79,38954408979
USA,BOG,5894.8,38344.02,152717319.9
USA,BOG,597.83,7043.92,27813199.87
USA,BOG,140.74,834.81,3296280.67
USA,BOG,771.11,5688.82,22675838.94
USA,BOG,12345.47,122764.44,487403236.2
USA,BOG,4452100,332673.87,1327219038
USA,BOG,25530,21510.5,84935533.07
USA,BOG,2749266,1089827.21,4244500425
USA,BOG,121748,18048.15,71793245.97
USA,BOG,734379,107675.78,426462733.9
USA,BOG,1462,180.5,708553.63
USA,BOG,95560,23725,93873164.2
USA,BOG,101122,55220.37,218140799.9
USA,BOG,26709,18923.3,74221287.6
USA,BOG,790,401.2,1565474.12
USA,BOG,1685377,262588.04,1031449425
USA,BOG,110327,29981.53,119327326.3
USA,BOG,827,299.29,1176315.93
USA,BOG,971194,1946346.95,7671040073
USA,BOG,161,368.05,1465998.35
USA,BOG,18547.09,139929.05,547450949.9
USA,BOG,30938.54,205505.37,820503729.9
USA,BOG,1746.75,8748.75,34981964.36
USA,BOG,10340.06,66054.14,264043597.1
USA,BOG,16737.84,76014,300702262.3
USA,BOG,3293.49,33636.12,133934375.7
USA,BOG,28029.97,151368.35,603791074.5
USA,BOG,6151.02,34808.46,137375631.6
USA,BOG,182580.09,829808.67,3305018192
USA,BOG,91.18,1698.75,6707582.31
USA,BOG,11000,847,3316369.21
USA,BOG,353820,84014.63,335018706.7
USA,BOG,221040,71592.88,285244697.1
USA,BOG,50000,4100,16053263
USA,BOG,18,1263.62,4969670.72
USA,BOG,38,1640.48,6307333.9
USA,BOG,60,873.52,3358518.43
USA,BOG,57,6529.72,25782860.6
USA,BOG,45,573.71,2207657.51
USA,BOG,1098,18028.7,71926400.08
USA,BOG,27,6740,26846431
USA,BOG,6,1575,6273461.25
USA,BOG,12,2472,9846346.8
USA,BOG,11,1876,7472389.4
USA,BOG,26,4451,17729000.65
USA,BOG,11,1404,5592342.6
USA,BOG,0.09,6717.6,26487698.32
USA,BOG,600,3219.75,12822654.37
USA,BOG,597.33,6500,25563045
USA,BOG,6000,720,2848233.6
USA,BOG,8540,24390.8,98666151.97
USA,BOG,11.34,85.61,341659.23
USA,BOG,231.33,1695.65,6767135.67
USA,BOG,467.21,4702.82,18768390.28
USA,BOG,1281,5643.4,22344961.52
USA,BOG,144.9,502.45,1945210.05
USA,BOG,57.96,174.54,690459.29
USA,BOG,263,1655.9,6563212.81
USA,BOG,1305.5,4496.74,17781639.27
USA,BOG,32256.76,91295.25,361147017.5
USA,BOG,3930,419.5,1659491.66
USA,BOG,0.24,2.5,9871.35
USA,BOG,1,29.8,117666.49
USA,BOG,0.49,4.5,17768.43
USA,BOG,1,4154.56,16580350.41
USA,BOG,2,236.18,947532.93
USA,BOG,34,85868.27,344234764
USA,BOG,1,15365.87,60799059.78
USA,BOG,3,13227.72,52687992.91
USA,BOG,1,14000,55394640
USA,BOG,2,8033.18,32128141.08
USA,BOG,1,8528.1,34107538.98
USA,BOG,390,54.6,217479.99
USA,BOG,310,48.6,193581.09
USA,BOG,570,79.8,317855.37
USA,BOG,70,0.07,279.26
USA,BOG,95,0.1,398.95
USA,BOG,244,9.8,39192.9
USA,BOG,360,57.6,229429.44
USA,BOG,2966,1153.81,4594499.64
USA,BOG,50,5,19915.74
USA,BOG,48.6,147.8,590702.37
USA,BOG,0.25,0.2,796.63
USA,BOG,53050,245907.97,945469422.1
USA,BOG,136307.48,1019599.36,3920165815
USA,BOG,263.32,1520.52,5846110.5
USA,BOG,2785.29,22757.68,87498955.64
USA,BOG,69185.49,357447.94,1433102959
USA,BOG,281034.32,2318055.86,9266767209
USA,BOG,4299.08,35035,138789988.3
USA,BOG,80224.17,595250.56,2358661337
USA,BOG,1204.54,11336.31,45226775.56
USA,BOG,30,76.62,302537.13
USA,BOG,24788,7000,27639780
USA,BOG,24,667.95,2637427.29
USA,BOG,12492,5000,19742700
USA,BOG,131,61357.63,241294402.2
USA,BOG,2,7139.25,28075743.15
USA,BOG,1,2360.42,9282564.08
USA,BOG,11430,3026.9,11951835.72
USA,BOG,52985,16168.15,62485951.66
USA,BOG,5,410.12,1636739.7
USA,BOG,10,231.31,923130.45
USA,BOG,55,824.97,3292356.27
USA,BOG,130,8888.82,35474213.96
USA,BOG,30,605.12,2414961.3
USA,BOG,1493,29915.39,119388731.6
USA,BOG,1493,74.65,297919.19
USA,BOG,15,30,119726.4
USA,BOG,0.34,2,7981.76
USA,BOG,20,20,79817.6
USA,BOG,144,1989.77,7957945.83
USA,BOG,96,1055.04,4209134.83
USA,BOG,664,516.1,2037841.49
USA,BOG,49,720,2842948.8
USA,BOG,150,28.5,112533.39
USA,BOG,56,12.88,50857.19
USA,BOG,210,115.5,456056.37
USA,BOG,1434,19392.07,77557226.51
USA,BOG,264.6,3242.82,13046545.85
USA,BOG,275,1186,4643699.98
USA,BOG,105371,23005.22,91354160.89
USA,BOG,89135,17204.6,68567153.01
USA,BOG,44100,9702,38308735.08
USA,BOG,47040,10348.8,40862650.75
USA,BOG,6166.19,48577.88,192292383.9
USA,BOG,67281,13867.62,55032048.85
USA,BOG,145,770,3022842.9
USA,BOG,120,360,1433700
USA,BOG,108,2697,10783981.47
USA,BOG,23,408,1631392.08
USA,BOG,2610,41458,165475511.2
USA,BOG,370,5735,22931454.85
USA,BOG,298,2980,11869787
USA,BOG,120,480,1911600
USA,BOG,1671,26615,106006233.3
USA,BOG,88,449.17,1789111.48
USA,BOG,1490,12030.74,48105034.19
USA,BOG,2715,12572.07,50269547.61
USA,BOG,3432,18564,73300696.56
USA,BOG,11,309.68,1222783.86
USA,BOG,1,15691.54,61872212.96
USA,BOG,111,1309.8,5217129.87
USA,BOG,532,5803.2,23115016.08
USA,BOG,30,372,1471914.72
USA,BOG,178,5835.06,23087932
USA,BOG,78,5919.3,23421249.46
USA,BOG,30,397.08,1571150.26
USA,BOG,58,736,2912175.36
USA,BOG,202,3276.32,12963611.92
USA,BOG,72,3466.56,13716345.94
USA,BOG,371,6855.5,27306484.82
USA,BOG,193,733.4,2921242.21
USA,BOG,72,1186.2,4724812.53
USA,BOG,48,664.8,2653137.02
USA,BOG,1282,12086.9,48219203.4
USA,BOG,343,4150.68,16536510.89
USA,BOG,954,21130.99,83725660.03
USA,BOG,80,1532.83,6027991.92
USA,BOG,145,1759.62,6999048.81
USA,BOG,549,6771,26855348.57
USA,BOG,255,5550.23,22127981.41
USA,BOG,698,12307.13,48961646.79
USA,BOG,3,16.96,67106.64
USA,BOG,164,1066.29,4217074.11
USA,BOG,1447,19101.75,75861852.42
USA,BOG,40,277,1089327.43
USA,BOG,22,185.24,739024.24
USA,BOG,22,42.52,167213.72
USA,BOG,18346.28,15202361.96,59795644544
USA,BOG,9.85,334,1330372.1
USA,BOG,13.15,125,497893.75
USA,BOG,14,315,1267311.15
USA,BOG,112,4211.2,16806393.85
USA,BOG,21,1022.7,4114536.86
USA,BOG,7,210,844874.1
USA,BOG,96,1033.09,4109660.56
USA,BOG,80,734.59,2888841.28
USA,BOG,33,432.5,1721917.64
USA,BOG,66,540,2140272.72
USA,BOG,21,454.3,1827744.3
USA,BOG,178,2530.79,9952559.44
USA,BOG,7,112,450599.52
USA,BOG,40,795.1,3185976.25
USA,BOG,40,668,2665907.84
USA,BOG,114,2448.49,9802494.31
USA,BOG,922,14353.19,56678050.2
USA,BOG,307,3388.2,13399308.4
USA,BOG,1394,24185.45,95588742.36
USA,BOG,36,264,1051383.3
USA,BOG,15,254.1,1017807.58
USA,BOG,48,336,1324858.08
USA,BOG,224,2408,9591425.2
USA,BOG,56,1528.8,6101257.34
USA,BOG,662,14791.64,58633994.34
USA,BOG,182,2792.99,10983684.54
USA,BOG,735,14095,56358998.45
USA,BOG,146,2513.5,9879341.9
USA,BOG,4421,47702.73,189933327
USA,BOG,52,640.09,2518046.73
USA,BOG,193,2511.54,9880312.71
USA,BOG,25,280.5,1106019.91
USA,BOG,89,1294.69,5157236.06
USA,BOG,949,15994.06,63416001.83
USA,BOG,956,14204.64,56624813.86
USA,BOG,277,4916.36,19416070.63
USA,BOG,357,4001.8,15794034.71
USA,BOG,7,124.8,497455.11
USA,BOG,3,49.8,196362.88
USA,BOG,4,76,307436.72
USA,BOG,8,121,474705.43
USA,BOG,36,108,430871.4
USA,BOG,68,318.09,1264347.56
USA,BOG,30,66,258418.38
USA,BOG,11145,32320.5,127884461.6
USA,BOG,337,1545.6,6155352
USA,BOG,402,2688.4,10572374.95
USA,BOG,272.32,4167.68,16597785.6
USA,BOG,3989.12,25015.68,99624945.6
USA,BOG,73741.37,237717.95,943932212
USA,BOG,2318.4,7728,31261460.16
USA,BOG,27854.5,75285.9,298811918.9
USA,BOG,350,6233.4,25078277.21
USA,BOG,6869,35564.13,141571398.4
USA,BOG,490,3675,14541093
USA,BOG,1130,15997,62921759.71
USA,BOG,11,3954,15909143.28
USA,BOG,25,5998.5,23985062.23
USA,BOG,44,5156,20766490.12
USA,BOG,11.3,250,989190
USA,BOG,4,707,2782083.37
USA,BOG,3,357,1427468.07
USA,BOG,3,420,1644480.6
USA,BOG,7,567,2250035.82
USA,BOG,3,333,1331503.83
USA,BOG,375,4130,16348807.87
USA,BOG,1725,22562,89098368.98
USA,BOG,9,1542,6093888.76
USA,BOG,4,1495.44,5956561.83
USA,BOG,3,588,2342092.2
USA,BOG,21,5924.96,23561862.18
USA,BOG,8,1018,4046146.61
USA,BOG,4,416,1663380.16
USA,BOG,1,141,563789.91
USA,BOG,3,276,1080658.68
USA,BOG,13,2499.46,9955724.09
USA,BOG,13,1536,6045123.16
USA,BOG,6,1619.3,6453217.19
USA,BOG,8,1424,5622720.96
USA,BOG,584,9013.48,36146725.03
USA,BOG,415,4662.5,18477308.27
USA,BOG,1,340,1331246.2
USA,BOG,27,2700,10683252
USA,BOG,11,2717,10638223.31
USA,BOG,28,6131,24566058.97
USA,BOG,3,594,2402860.68
USA,BOG,13,1072,4283634
USA,BOG,183.5,6948.03,27491687.18
USA,BOG,529.92,2333.76,9334829.95
USA,BOG,3709.44,19394.32,77317115.57
USA,BOG,1796.76,7393.15,29571934.61
USA,BOG,1750,27748.92,106689325.1
USA,BOG,95.68,419.41,1653746.21
USA,BOG,251.16,1143.33,4508184.48
USA,BOG,413.63,15093.07,60108151.27
USA,BOG,1,210,822240.3
USA,BOG,6,1013,3934114.49
USA,BOG,1,119,454823.95
USA,BOG,8,648,2506943.52
USA,BOG,9,1799,7023781.87
USA,BOG,5,555,2162698.47
USA,BOG,3,379,1448556.95
USA,BOG,2,308,1177191.4
USA,BOG,1,85,324874.25
USA,BOG,1,104,397493.2
USA,BOG,2,289,1104572.45
USA,BOG,5,1075,4189010.55
USA,BOG,5,500,1957715
USA,BOG,37,8690,34613573.5
USA,BOG,33,2598,10172287.14
USA,BOG,1245782,22762.8,90497549.58
USA,BOG,193.23,7635.38,30278655.24
USA,BOG,198.72,880.51,3521960.75
USA,BOG,1221.76,6304.78,25218552.56
USA,BOG,1019.36,4007.13,16028159.34
USA,BOG,2813,104291.86,417158053.7
USA,BOG,40,668,2633944.04
USA,BOG,216,4125.6,16196156.71
USA,BOG,1021,23251.26,91977886.59
USA,BOG,798,25696.44,101403062
USA,BOG,3,32073.5,123316513.5
USA,CTG,158480,1589589.88,6262701600
USA,CTG,76673,536932.06,2132417566
USA,MDE,1,300,1182909
EST,BOG,50,3,11998.29
EST,BOG,4470,3067.8,12270923.89
EST,BOG,10555,8285.95,32532489.91
EST,BOG,800,128,495545.6
EST,BOG,1200,192,743318.4
EST,BOG,16400,2788,10964060.92
EST,BOG,24400,4148,16312383.32
EST,BOG,4000,583.9,2330274.83
EST,BOG,47500,6756.5,26964380.72
EST,BOG,400,80,321856.8
EST,BOG,31200,5748.8,23128629.64
EST,BOG,60,156,623767.56
EST,BOG,7318,15698.2,62788843.63
EST,BOG,228,932.1,3727011.16
EST,BOG,20020,3804.8,15184500.22
EST,BOG,1710,1626.3,6542946.42
EST,BOG,480,432,1724060.16
EST,BOG,800,128,506352.64
EST,BOG,2000,320,1265881.6
EST,BOG,1200,192,767713.92
EST,BOG,16800,2654.4,10613644.94
EST,BOG,350,59.5,237911.34
EST,BOG,18100,1918.6,7671541.28
EST,BOG,240,61.2,242153.71
ETH,BOG,150,225,888421.5
ETH,BOG,150,450,1776843
ETH,BOG,150,750,2961405
ETH,BOG,1,1500,5997765
PHL,BOG,504.9,9675,38685584.25
PHL,BOG,10,10730.7,42846832.79
PHL,BOG,257.92,2635.2,10536873.55
FIN,BOG,1476,4075.2,16294727.95
FIN,BOG,40000,6100.8,23950337.61
FIN,BOG,28000,4285.44,16823651.78
FIN,BOG,21837,4602.26,18091258.04
FIN,BOG,28118,9321.25,36431063.07
FIN,BOG,4600,690,2671300.5
FIN,BOG,98250,15708.75,62243211.25
